order,id,urban_rural,landuse_id,landuse_description,label,clf
624,9828768,1,6,fabrica trufas de chocolate,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
625,4502573,1,6,fabrica balcao frigorifico,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
626,5555290,1,6,fabrica de bloquete,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
627,7235549,1,6,fabrica de pallet,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
628,9846704,2,6,abatedouro,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
629,7940885,1,6,fabrica de couro,INDÚSTRIAS DE TRANSFORMAÇÃO,rf
630,9683431,1,6,pety brinquedos,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
631,7624813,1,6,banca de importados e miudezas,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
632,6047482,1,6,banca de jornal,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
633,994794,1,6,banca de verduras,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
634,8134941,1,6,comercio de brinquedos,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
635,4250878,1,6,papelaria prado,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
636,5263719,1,6,livraria santa terezinha,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
637,359016,1,6,banca de frutas,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
638,11359607,1,6,papelaria e armarinho,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
639,2716801,1,6,papelaria milly,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",rf
640,7668533,1,6,servico de telemarketing,INFORMAÇÃO E COMUNICAÇÃO,rf
641,2096623,2,6,central telemar,INFORMAÇÃO E COMUNICAÇÃO,rf
642,2347721,1,6,sala de aula,INFORMAÇÃO E COMUNICAÇÃO,rf
643,4006687,1,6,servico de contabilidade,INFORMAÇÃO E COMUNICAÇÃO,rf
644,6906538,1,6,empresa fundisao,INFORMAÇÃO E COMUNICAÇÃO,rf
645,6821217,1,6,empresa alimenticia germinal,INFORMAÇÃO E COMUNICAÇÃO,rf
646,8366723,1,6,empresa da vivo,INFORMAÇÃO E COMUNICAÇÃO,rf
647,7314029,1,6,empresa embalagens,INFORMAÇÃO E COMUNICAÇÃO,rf
648,7519853,2,6,prestacao de servico de implementos agri,INFORMAÇÃO E COMUNICAÇÃO,rf
649,7601932,1,6,casa das antenas,INFORMAÇÃO E COMUNICAÇÃO,rf
650,927743,2,6,carvoaria cocalinho,INDÚSTRIAS EXTRATIVAS,rf
651,11098018,1,6,escritorio mineradora,INDÚSTRIAS EXTRATIVAS,rf
652,11298669,1,6,portegen mineracao,INDÚSTRIAS EXTRATIVAS,rf
653,3468830,1,6,fabrica de mineracao,INDÚSTRIAS EXTRATIVAS,rf
654,7549163,2,6,mineradora agua mineral,INDÚSTRIAS EXTRATIVAS,rf
655,1405182,1,6,depositos de maquina para extracao veget,INDÚSTRIAS EXTRATIVAS,rf
656,4976086,2,6,extracao de areia e cascalho,INDÚSTRIAS EXTRATIVAS,rf
657,3959265,2,6,servico de extracao pedras preciosas,INDÚSTRIAS EXTRATIVAS,rf
658,4703407,1,6,escritorio de contabilidade e mineracao,INDÚSTRIAS EXTRATIVAS,rf
659,907087,2,6,mineracao cesar,INDÚSTRIAS EXTRATIVAS,rf
660,8317932,1,6,distribuidora de papel,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
661,446359,1,6,compra e venda de automoveis,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
662,3581327,2,6,fabrica de colchoes gazin atacado,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
663,2042764,1,6,e n marinho distribuidora de livros,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
664,1572896,1,6,sucata santa rita,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
665,6597383,1,6,serraplast distribuidora de embalagens,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
666,8831438,1,6,martinaco comercio de sucatas,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
667,7845745,1,6,distribuidora de jornal,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
668,6840050,2,6,ferro e sucata,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
669,463838,1,6,estancia de mat de contrucao fb mat de c,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",rf
670,7637362,1,6,posto degasolina,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
671,10682912,2,6,posto fiscal,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
672,2644895,1,6,posto de gasolina dislub,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
673,9273443,1,6,posto combustivel,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
674,3125645,1,6,posto de gasolina gazol,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
675,6128701,1,6,posto texaco,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
676,7997881,1,6,posto de gasolina,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
677,5302908,1,6,posto de gaslina,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
678,4878815,1,6,posto de molas big bem,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
679,8886106,1,6,posto reforco,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,rf
680,4095235,1,6,grafica de notas fiscais,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
681,4423172,1,6,direcional engenharia,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
682,9124979,1,6,engenharia souto,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
683,9880789,1,6,escritorio de contrucao civil,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
684,234911,1,6,instituto de conservacao e biodiversidad,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
685,10403664,1,6,benzo engenharia,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
686,7643520,1,6,escritorio engenharia mslpc,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
687,5593820,1,6,cartorio registro de imoveis,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
688,11376189,1,6,cartorio do i oficio,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
689,11061993,1,6,filadelfia instituto de educacao,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",rf
690,7666725,1,6,dinardi distribuicao de panfletos,ELETRICIDADE E GÁS,rf
691,2802424,1,6,firma geradora de energia,ELETRICIDADE E GÁS,rf
692,5171789,1,6,estacao de energia eletrica,ELETRICIDADE E GÁS,rf
693,7126586,1,6,empresa de sistemas de energia telecom,ELETRICIDADE E GÁS,rf
694,3571203,1,6,coneccoes energia,ELETRICIDADE E GÁS,rf
695,3018013,1,6,subestacao de energia,ELETRICIDADE E GÁS,rf
696,9109158,1,6,sub estacao de energia eletrica,ELETRICIDADE E GÁS,rf
697,10577730,1,6,egelte  assistencia tecnca de energia,ELETRICIDADE E GÁS,rf
698,2766293,1,6,subestacao de energia eletrica,ELETRICIDADE E GÁS,rf
699,10880176,2,6,substacao d energia,ELETRICIDADE E GÁS,rf
700,1541449,1,6,empresa de distribuicao de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
701,516736,2,6,sistema de abastecimento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
702,5037193,1,6,reservatorio da copasa,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
703,10725632,1,6,venda de agua mineral,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
704,7815050,1,6,lafonte distriidora de agua mineal,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
705,9331196,1,6,deposito agua mineral da guarda,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
706,1359618,2,6,caixa de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
707,8458528,1,6,foccos tratamento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
708,1240422,2,6,poco de abastecimento de agua,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
709,4113889,1,6,estacao de tratamento de esgoto,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",rf
710,6210161,1,6,associacao atletica do banco do brasil a,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
711,9506799,1,6,caixa economica federal,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
712,8876570,1,6,funelaria de carros,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
713,9342636,1,6,lavacao de carros,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
714,562595,1,6,lava jato de carros,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
715,5422837,1,6,agencia bancaria do banco do itau,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
716,6198055,1,6,banco,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
717,6706197,1,6,cifra financeira,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
718,3358417,1,6,colibri financeira,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
719,1102403,1,6,juriscred financeira,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",rf
720,1426486,2,6,centro comunitario cl barnabe araujo,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
721,1882095,1,6,locadora de video games,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
722,7891831,1,6,loterica,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
723,4738460,1,6,aluguel de vestidos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
724,2851130,1,6,video game locadora,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
725,6202570,1,6,video locadora,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
726,4984847,1,6,casa reina,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
727,7177119,2,6,casa escritorio,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
728,8926517,1,6,agencia de credito caza,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
729,7893528,1,6,agencia de telemarketing,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,rf
730,10095232,1,6,hotel terra do ouro,- ALOJAMENTO,rf
731,837987,1,6,pousada tropical,- ALOJAMENTO,rf
732,10607899,1,6,pousada alabi,- ALOJAMENTO,rf
733,3325937,1,6,estacionamento pousada araujo,- ALOJAMENTO,rf
734,4977589,1,6,hotel pedra grande,- ALOJAMENTO,rf
735,10960363,1,6,lavandeiria do hotel,- ALOJAMENTO,rf
736,80223,1,6,hotel cascavel,- ALOJAMENTO,rf
737,10274882,1,6,pousada prigol,- ALOJAMENTO,rf
738,155347,1,6,swamy hotel,- ALOJAMENTO,rf
739,2750331,1,6,mudancas de pessoas,- ALOJAMENTO,rf
740,7388915,1,6,made in china importados,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
741,1953308,1,6,livoneide variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
742,3228629,1,6,armario e variedade santa lucia,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
743,1249961,1,6,dudu variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
744,8289633,1,6,novo estilo variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
745,1185903,1,6,loja de variedades maysa presentes,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
746,5395608,1,6,loja eli variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
747,5067567,1,6,lojas de informatica,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
748,4513695,1,6,talita variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
749,1456385,1,6,sa variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,rf
750,8091003,1,6,imobiliaria bentec,ATIVIDADES IMOBILIÁRIAS,rf
751,1234097,1,6,imobiliaria da caixa,ATIVIDADES IMOBILIÁRIAS,rf
752,8250400,1,6,imobiliaria,ATIVIDADES IMOBILIÁRIAS,rf
753,10191768,1,6,imobiliaria predial,ATIVIDADES IMOBILIÁRIAS,rf
754,8052583,1,6,imobiliaria boturussu,ATIVIDADES IMOBILIÁRIAS,rf
755,10577468,1,6,corretora de imoveis,ATIVIDADES IMOBILIÁRIAS,rf
756,7560614,1,6,imobiliara,ATIVIDADES IMOBILIÁRIAS,rf
757,1596137,1,6,imobiliaria vasconcelos imoveis,ATIVIDADES IMOBILIÁRIAS,rf
758,10843358,1,6,volpato imobiliaria,ATIVIDADES IMOBILIÁRIAS,rf
759,7169472,1,6,nova indaia imoveis,ATIVIDADES IMOBILIÁRIAS,rf
760,6947152,1,6,decoracao de festas banzai,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
761,5129769,1,6,breta moveis,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
762,2536165,1,6,news center informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
763,10023637,1,6,winstar informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
764,5142248,1,6,flop informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
765,5438230,1,6,casa da amizade,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
766,2032048,1,6,assistencia tecnica id tec informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
767,5876004,1,6,omega moveis,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
768,6793554,1,6,moveis estrelas,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
769,10909725,1,6,casa da racao,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,rf
770,7495530,1,6,construcao sem nome,OBRAS,rf
771,5748735,1,6,area sem construcao,OBRAS,rf
772,6506977,1,6,loja em obra,OBRAS,rf
773,10628387,1,6,deposito construcao,OBRAS,rf
774,6668558,1,6,aracariguama deposito mats construcao,OBRAS,rf
775,7497150,1,6,casa em cnstrucao,OBRAS,rf
776,8455379,1,6,rotisserie feito em casa,OBRAS,rf
777,4791556,1,6,casa em ruinas,OBRAS,rf
778,6254015,1,6,predio em construcao,OBRAS,rf
779,3035748,1,6,deposito construcao amanda,OBRAS,rf
780,11468168,1,6,agencias do correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
781,4395129,1,6,posto coleta correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
782,7791116,1,6,estacionamento do correio,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
783,69719,1,6,deposito do correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
784,11124584,1,6,agencia correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
785,5875334,1,6,correio do camata,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
786,876724,1,6,correio do estado,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
787,2081663,2,6,posto dos correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
788,2458255,1,6,agencia do trabalho,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
789,10244524,1,6,sindicato dos correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,rf
790,319496,1,6,aeroporto municipal julio belem,- TRANSPORTE AÉREO,rf
791,10661860,2,6,aeroclube,- TRANSPORTE AÉREO,rf
792,3768351,1,6,aeroporto vicente grilo,- TRANSPORTE AÉREO,rf
793,11273828,2,6,granja aeroporto i,- TRANSPORTE AÉREO,rf
794,10553650,2,6,campo pouso,- TRANSPORTE AÉREO,rf
795,10348899,1,6,aeroporto fernando ferrari,- TRANSPORTE AÉREO,rf
796,9805053,1,6,hangar do aeroporto,- TRANSPORTE AÉREO,rf
797,4554892,1,6,mercearia aeroporto,- TRANSPORTE AÉREO,rf
798,5648996,1,6,moto taxi aeroporto,- TRANSPORTE AÉREO,rf
799,1763419,1,6,alcolicos anonimos aeroporto,- TRANSPORTE AÉREO,rf
800,11472594,1,6,embaixada uniao europeia,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
801,11472440,1,6,casa embaixada uniao europeia,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
802,4058602,1,6,escritorio do consulado,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
803,11404759,1,6,embaixada da coreia sul,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
804,8228719,1,6,embaixada da franca,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
805,11404034,1,6,embaixada da russia,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
806,1641719,1,6,consulado da suica,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
807,6313700,1,6,consulado do chile,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
808,6310753,1,6,consulado geral da ucrania no rj,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
809,11471981,1,6,embaixada zambia,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,rf
810,200911,2,6,balsa flutuante,- TRANSPORTE AQUAVIÁRIO,rf
811,6891940,1,6,balsa dersa,- TRANSPORTE AQUAVIÁRIO,rf
812,9266342,1,6,serraria rio balsa,- TRANSPORTE AQUAVIÁRIO,rf
813,515196,1,6,porto da balsa,- TRANSPORTE AQUAVIÁRIO,rf
814,1129786,1,6,cial balsa,- TRANSPORTE AQUAVIÁRIO,rf
815,134699,1,6,area da picina,- TRANSPORTE AQUAVIÁRIO,rf
816,6094430,1,6,area para construir corretora tengel,- TRANSPORTE AQUAVIÁRIO,rf
817,9580889,1,6,cais da balsa,- TRANSPORTE AQUAVIÁRIO,rf
818,6421487,1,6,area de lazer dos moradores do numero 25,- TRANSPORTE AQUAVIÁRIO,rf
819,226609,2,6,balsa para atracar embarcacoes,- TRANSPORTE AQUAVIÁRIO,rf
820,2238780,1,6,garagem domiciliar,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
821,4490629,1,6,estofados patmos,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
822,7192388,1,6,loja de roupa,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
823,8763007,1,6,dr cesar skaf,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
824,10803927,1,6,maxima propaganda,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
825,8692690,1,6,confeccao de vestuarios hj jeans,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
826,5373623,1,6,eventos sociais,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
827,7232443,1,6,bomboniere da gina,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
828,10774126,1,6,vidracaria collins,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
829,11462282,1,6,wscritorio de arquivos e gestao de docum,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,svc
830,6898153,1,6,igraja universal reino de deus,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
831,8905823,2,6,igreja assemleia d deus,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
832,10170792,1,6,salao de festa,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
833,4739786,1,6,salao de belza,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
834,7149628,1,6,funeraria santa cruz,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
835,7739168,1,6,salas de aula e refeitorio da igreja,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
836,6174271,1,6,igreja sao jose operario,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
837,8833056,2,6,igreja catolica do xaxim,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
838,11467279,1,6,clinica sao cristovao,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
839,4316465,1,6,salao criative,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",svc
840,6287904,1,6,colsultorio medico medclim,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
841,6874335,1,6,dentista,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
842,10900863,1,5,exames medicos e psicotecnicos,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
843,11472819,1,5,hospital regional sm,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
844,1030814,1,5,predio comercial de saude,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
845,7852524,1,5,centro de fisioterapia st germain,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
846,2113183,1,5,centro de especialidades odontologicas,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
847,9664102,2,5,posto de atendimento medico,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
848,6327309,1,5,hospital do iaserj,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
849,8428483,1,5,eacs pompeba,SAÚDE HUMANA E SERVIÇOS SOCIAIS,svc
850,4421633,1,6,escola de musica,EDUCAÇÃO,svc
851,4213635,2,4,assentamento paulo freire,EDUCAÇÃO,svc
852,3690822,1,4,escola regular educacao infatil ao ensin,EDUCAÇÃO,svc
853,2563250,1,4,escola e creche,EDUCAÇÃO,svc
854,3247146,2,4,escola municipal,EDUCAÇÃO,svc
855,4363881,2,4,escola  de  contendas,EDUCAÇÃO,svc
856,318053,2,4,escola municipal monte ararate,EDUCAÇÃO,svc
857,6202053,1,4,colegio estadual machado de assis,EDUCAÇÃO,svc
858,9429200,1,4,universidade privada,EDUCAÇÃO,svc
859,693097,2,4,escola municipal de ensino fundamental c,EDUCAÇÃO,svc
860,4444564,1,6,bar,- ALIMENTAÇÃO,svc
861,4345200,2,6,bar do matutu,- ALIMENTAÇÃO,svc
862,4153156,1,6,bar e restaurante da nice,- ALIMENTAÇÃO,svc
863,10532804,1,6,bar do tio joao,- ALIMENTAÇÃO,svc
864,6283241,1,6,bar do luis,- ALIMENTAÇÃO,svc
865,3798705,1,6,bar do fabio,- ALIMENTAÇÃO,svc
866,3433653,1,6,bar o caldao,- ALIMENTAÇÃO,svc
867,4350951,1,6,bar do biro biro,- ALIMENTAÇÃO,svc
868,5179648,1,6,bar e mercearia,- ALIMENTAÇÃO,svc
869,5038872,1,6,bar de ze antonio,- ALIMENTAÇÃO,svc
