ordem,uf,municipality,district,sub_district,urban_rural,landuse_id,landuse_description,categoria_cnae,dúvidas,CNAE
77292,35,16408,5,0,1,6,TAPECARIA LINS,,,
534800,52,18300,5,0,1,6,TAPECARIA LOPES,,,
62111,35,50308,17,0,1,6,TAPECARIA MARCELIA,,,
439192,35,28601,5,0,1,6,TAPECARIA MARIA CLEIDE,,,
5720,31,1607,5,0,1,6,TAPECARIA MARQUES,,,
199519,15,7458,5,0,1,6,TAPECARIA MARTINS,,,
510092,41,28104,5,0,1,6,TAPECARIA MED COMPANI,,,
69317,50,5400,5,0,1,6,TAPECARIA MENDES,,,
31048,35,25904,5,0,1,6,TAPECARIA MIRAMAR,,,
330002,51,201,5,0,1,6,TAPECARIA MODELO,,,
177090,35,27108,5,0,1,6,TAPECARIA MONTREAL,,,
36139,35,50308,35,0,1,6,TAPECARIA MUNIZ,,,
220764,35,27207,5,0,1,6,TAPECARIA NOVA ERA,,,
175239,31,24807,5,0,1,6,TAPECARIA NUNES,,,
523895,15,8126,5,0,1,6,TAPECARIA PAIVA,,,
328959,52,1108,5,0,1,6,TAPECARIA PARA AUTOS,,,
333702,35,5906,5,0,1,6,TAPECARIA PARA CARROS,,,
493424,41,5300,5,0,1,6,TAPECARIA PARADA,,,
193032,41,13502,5,0,1,6,TAPECARIA PARANA,,,
183731,52,16304,5,0,1,6,TAPECARIA PARANAIGUARA,,,
382176,35,13801,5,0,1,6,TAPECARIA PAULO,,,
166625,29,33307,5,0,1,6,TAPECARIA PELORINHO,,,
102608,35,40408,5,0,1,6,TAPECARIA POPULINA,,,
289285,35,49805,5,0,1,6,TAPECARIA PORTINARI,,,
386728,31,70701,5,0,1,6,TAPECARIA PRINCESA,,,
151602,41,16406,5,0,1,6,TAPECARIA PROCAR,,,
481512,35,29005,5,0,1,6,TAPECARIA PURA ARTE,,,
36212,35,10609,10,0,1,6,TAPECARIA R7,,,
19661,35,26902,5,0,1,6,TAPECARIA REFORMA DE ESTOFADOS,,,
233638,35,49904,5,0,1,6,TAPECARIA RENOVA,,,
128432,50,2704,5,12,1,6,TAPECARIA RENOVACAO,,,
337486,52,8004,5,0,1,6,TAPECARIA SAIDA SUL,,,
556338,35,50308,72,0,1,6,TAPECARIA SALIM,,,
63862,35,50308,70,0,1,6,TAPECARIA SANTANA,,,
242647,15,602,5,0,1,6,TAPECARIA SAO JORGE,,,
468999,35,25904,5,0,1,6,TAPECARIA SAO JOSE,,,
294937,35,8108,5,0,1,6,TAPECARIA SAO LUIS,,,
357889,11,56,5,0,1,6,TAPECARIA SARAIVA,,,
132570,35,50308,20,0,1,6,TAPECARIA SERV PERSONALIZADOS,,,
6875,52,12204,5,0,1,6,TAPECARIA SILVA,,,
502220,41,12504,5,0,1,6,TAPECARIA TABORDA,,,
390667,41,28104,5,0,1,6,TAPECARIA UMUARAMA,,,
121873,15,3606,5,0,1,6,TAPECARIA WR,,,
500226,35,50308,39,0,1,6,TAPECEIRARIA,,,
383143,35,50308,46,0,1,6,TAPECEIRO,,,
461265,41,26801,5,0,1,6,TAPEJARA COMERCIAL FERROSO COMPRA E VEND,,,
385443,35,10500,5,0,1,6,TAPEMAR LOJA TAPECARIA,,,
300982,23,4400,65,11,1,6,TAPEOQUEIRA,,,
575494,52,16809,5,0,1,6,TAPERA ABANDONADA,,,
18609,50,3306,5,0,1,6,TAPERA DO WALTINHO,,,
523803,35,50308,23,0,1,6,TAPERARIA KESIA,,,
118468,52,8707,5,35,1,6,TAPESA RIA DO ERIMAL E BAR DO ERIMALDO,,,
255443,35,50308,1,0,1,6,TAPESARIA,,,
46190,35,50308,5,0,1,6,TAPESSARIA,,,
85105,35,15509,5,0,1,6,TAPESSARIA AG MOVEIS,,,
240875,52,15207,5,0,1,6,TAPESSARIA DO MARQUIM,,,
574174,31,70206,5,0,1,6,TAPESSARIA NAVES E ASSISTENCIA TECNICA E,,,
244101,35,50308,22,0,1,6,TAPETES,,,
501198,41,6902,5,1,1,6,TAPETES E CARPETES PERSEPOLIS,,,
563318,21,11300,5,0,1,6,TAPETES E PELICULAS,,,
182893,35,9205,10,0,1,6,TAPIOCA,,,
127189,35,50308,44,0,1,6,TAPIOCA JM,,,
150816,35,22604,5,0,1,6,TAPIOCARIA,,,
455113,23,1109,5,0,1,6,TAPIOCARIA DO SEU ADOLFO,,,
359230,51,7958,5,0,1,6,TAPIOCARIA E SORVETERIA,,,
179920,23,7304,5,0,1,6,TAPIOCARIA MANDACARU,,,
430303,41,4303,5,1,1,6,TAPIOCARIA MARIA BONITA,,,
140125,23,4285,5,0,1,6,TAPIOQUEIRA SABOR DA TERRA,,,
112929,15,2806,10,0,2,6,TAPIRI,,,
494692,15,2806,10,0,2,3,TAPIRI,,,
566223,31,1904,5,0,1,6,TAPOTEC,,,
62177,22,9559,5,0,1,6,TAPUYO FM E LAN HOUSE,,,
526859,43,13409,5,0,1,6,TAQI MATERAIS DE CONSTRUCAO,,,
312449,43,12609,5,0,1,6,TAQUAREIRAS LANCHES,,,
368454,51,7602,5,0,1,6,TAQUARI BARCOS,,,
558204,35,53807,5,0,1,6,TAQUARICAP,,,
56618,35,53807,5,0,1,6,TAQUARISEG SEGUROS,,,
163537,31,61106,18,0,2,3,TAQUE DE LEITE,,,
416478,51,3809,5,0,2,6,TAQUE DE LEITE COMUNITARIO,,,
454265,31,58953,5,0,1,6,TAQUIM TENIS,,,
459879,41,6902,5,8,1,6,TARAMPS SOM AUTOOTIVO,,,
83900,41,13700,5,3,1,6,TARANTELLA,,,
497775,32,3320,5,0,1,6,TARBENACULO ORACAO,,,
237673,15,4208,5,0,1,6,TARBERNA,,,
96221,25,3704,5,0,1,6,TARCISO CABELEREIRO,,,
481603,35,31100,5,0,1,6,TARGA MATERIAIS PARA CONSTRUCAO,,,
521883,26,11606,5,23,1,6,TARGET AGENCIA,,,
531542,35,5500,5,0,1,6,TARGET EXPORTACAO E IMPORTACAO LTDA,,,
567281,35,23909,5,0,1,4,TARGET IDIOMAS,,,
405099,35,50308,22,0,1,6,TARGET MOTOS,,,
62746,26,4809,5,0,1,6,TARIMBA,,,
309471,26,4809,5,0,1,6,TARIMBA 3,,,
88143,26,4809,5,0,1,6,TARIMBA 8,,,
163578,31,34202,5,0,1,6,TAROLOGO,,,
329857,53,108,5,6,1,6,TAROLOGO SENSITIVO,,,
111777,43,6601,5,6,1,6,TAROUCO FERRAGEM,,,
5657,35,50308,22,0,1,6,TARS DE  CARGA,,,
496713,52,258,5,0,1,6,TARSO VEICULOS,,,
398773,43,406,5,0,2,3,TARUMA,,,
561345,35,39806,5,0,1,6,TARUMAX,,,
210165,53,108,5,16,1,6,TAS AUTOMOTIVASLOJA DE TI,,,
572741,43,14902,5,0,1,6,TASKEN MODAS,,,
187884,52,13806,5,0,1,6,TASSARA CALCADOS,,,
46467,27,300,5,0,1,6,TATA SOM,,,
337900,35,40200,5,0,1,6,TATADOR,,,
41549,29,5800,5,0,1,6,TATAL VARIEDADES,,,
229616,31,43302,5,0,1,6,TATAS LANCHES,,,
555092,35,30607,10,0,1,6,TATENDO CENTRO AUTOMOTIVO,,,
268174,31,203,5,0,2,6,TATERSAL,,,
348859,52,4508,5,0,2,3,TATERSAL,,,
228709,35,49904,5,0,1,6,TATI PRESENTES PAPELARIA E AVIAMENTOS,,,
375623,42,15802,5,0,1,6,TATIANA FENDRICH IMOBILIARIA,,,
203046,35,42404,5,0,1,6,TATIANE MODAS,,,
111317,32,805,5,0,1,6,TATICA REAL,,,
176468,35,47809,5,0,1,6,TATO MAQUINAS E VIDROS ELETRICAS E MANUA,,,
373355,35,37305,5,0,1,6,TATO VEICULOS,,,
195384,35,50308,11,0,1,6,TATOAGEM E PIERCING,,,
154141,35,43402,5,0,1,6,TATOO,,,
248177,35,50308,93,0,1,6,TATOO E PIERCING,,,
216123,35,43402,5,0,1,6,TATOO GAULES STUDIO,,,
330939,35,34401,5,0,1,6,TATOO MADRUGA,,,
184139,35,9502,5,0,1,6,TATOO POWER TATUAGEM,,,
18391,42,5407,20,0,1,6,TATOO TATUAGEM,,,
75109,35,50308,92,0,1,6,TATOO TATUAGENS,,,
232857,35,48906,5,0,1,6,TATOOADOR O CORSARIO,,,
170509,41,6902,5,3,1,6,TATTI  ROUPA INFANTIL,,,
378226,35,34401,5,0,1,6,TATTI VARIEDADES,,,
102833,35,23107,5,0,1,6,TATTO ATELIE,,,
151793,52,8905,5,0,1,6,TATTO BIKE,,,
126217,50,2704,5,6,1,6,TATTOADOR,,,
411340,35,10807,5,0,1,6,TATTOING CONFECCOES,,,
112671,15,6807,5,0,1,6,TATTOO,,,
82625,31,71303,5,0,1,6,TATTOO DA MATA,,,
140276,41,6902,5,1,1,6,TATTOO DIDA,,,
192563,43,1909,5,0,1,6,TATTOO E PIERCING,,,
55023,41,6902,5,1,1,6,TATTOO ZASSO TATUAGEM,,,
139497,35,50308,59,0,1,6,TATUADOR,,,
332941,35,23404,5,0,1,6,TATUADOR STUDIO LIM KOR,,,
34169,43,18705,5,0,1,6,TATUAGEM,,,
23602,35,46405,5,0,1,6,TATUAGEM E PIERCING,,,
185394,35,49904,5,0,1,6,TATUAGEM E PIRCING,,,
539076,35,43402,5,0,1,6,TATUAGEM TATU MANIA,,,
115088,33,1900,5,0,1,6,TATUAGENS,,,
503442,52,8707,5,12,1,6,TATUAGENS EM GERAL,,,
471056,35,41406,5,0,1,6,TATUAGENS TATOO MATERIAIS DESCARTAVEL,,,
499692,29,27408,5,23,1,6,TATY LANCHES,,,
409244,15,7003,5,0,1,6,TAUA AUTOMOVEL,,,
96833,29,27408,5,9,1,6,TAUA BARBEARIA,,,
575609,22,11001,5,8,1,6,TAUROS MOTO TAXI,,,
441700,50,2704,5,11,1,6,TAURUS MOTO PECAS E SERVICOS,,,
33490,26,10103,5,0,1,6,TAVARES BAR,,,
380213,35,43402,5,0,1,6,TAVARES CONSERTOS ELETRODOMESTICOS,,,
80065,26,4601,5,0,1,6,TAVARES GAS,,,
128454,13,4203,5,0,1,6,TAVERNA,,,
559589,15,404,5,0,1,6,TAVERNINHA,,,
171609,35,8603,5,0,1,6,TAVINHO GAS E AGUA,,,
451165,35,50308,6,0,1,6,TAVOBRAS IMPOTADORA E EXPORTADORA,,,
40498,31,34202,5,0,1,6,TAXI,,,
136973,51,4906,5,0,1,6,TAXI MANELITO,,,
135054,35,34401,5,0,1,6,TAXI OSASCOOP,,,
238277,17,18204,5,0,1,6,TAXI PORTO NACIONAL,,,
218031,15,6005,5,0,2,6,TAYLA CONFECCOES,,,
559751,35,50308,48,0,1,6,TAYLORGRAF GRAFICA,,,
322260,11,56,5,0,1,6,TAYSA ARTES GRAFICAS,,,
377058,25,6905,5,0,1,6,TAYVI VARIEDADES,,,
506910,31,36702,5,17,1,6,TAZ MANA DISK ENTREGAS,,,
553098,43,14902,5,0,1,6,TBA DO BRASIL,,,
345981,51,3403,5,41,1,6,TBCS INVESTIMENTOS,,,
393005,29,30105,5,0,1,6,TBL,,,
335251,35,50308,63,0,1,6,TBPO CONSTRUTORA LTDA,,,
502035,35,50308,90,0,1,6,TBR BRINDES,,,
553872,24,6809,5,0,1,6,TC ACADEMIA,,,
68382,31,6200,5,67,1,6,TC PNEUS,,,
400324,29,33307,5,0,2,6,TCASA DE DESCANSO DE TRABALHADORES,,,
48809,43,406,5,11,1,6,TCC SANEACOM,,,
138760,35,19600,5,0,1,6,TCELAGEM,,,
95306,43,8904,5,0,1,6,TCG TENIS CLUBE GETULIENSE,,,
68027,43,14407,5,16,1,6,TCHE FARMACIAS,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",,
378128,43,4606,5,0,1,6,TCHE GAS,,,
4455,43,15602,5,7,1,6,TCHE LANCHES,,,
246833,27,4302,5,7,1,6,TCHUK JHONES SURF STREET,,,
171005,43,7906,5,0,1,6,TCHYNYN TCHYNYN,,,
92009,29,30501,5,0,1,6,TCM PLACAS AUTOMOTIVAS,,,
438033,51,1902,5,0,1,6,TCN TORNO E SOLDA,,,
353294,52,8707,5,13,1,6,TCNO COMP,,,
99680,26,11606,5,23,1,6,TD GUINCHOS LOCACAO,,,
338375,33,2403,5,5,1,6,TDB RESTAURANTE E LANCHONETE,,,
523293,35,49805,5,0,1,6,TDCRIT ADVOCACIA,,,
60765,33,2403,5,5,1,6,TDR CARTUCHOS,,,
19864,35,36000,5,0,1,6,TEA JEANS,,,
219105,35,9502,5,0,1,6,TEADRO JOSE DE CASTRO MENDES,,,
533632,43,7906,5,0,1,6,TEAPEUTA ESTETICA LOURDES LODI,,,
172410,25,4355,5,0,2,6,TEAR,,,
9712,24,5603,5,0,1,6,TEAR DE REDE,,,
293877,31,18601,10,1,1,6,TEAR TEXTIL,,,
372287,35,50308,38,0,1,6,TEASE SERVICOS ELETRONICOS FEBRICACOES,,,
351492,35,50308,69,0,1,6,TEATR SAO PEDRO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
21665,35,50308,62,0,1,6,TEATRO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
302928,31,70701,5,0,1,6,TEATRO CAPITOLIO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
86574,26,11606,5,18,1,6,TEATRO DA COMUNIDADE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
299776,35,50308,60,0,1,6,TEATRO DA UNIVERCIDADE CATOLICA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
76548,35,3208,5,0,1,6,TEATRO DE ARENA PREFEITO BENEDITO DE OLI,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
343616,35,50308,66,0,1,6,TEATRO DOS ARCOS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
4076,43,3905,5,0,1,6,TEATRO E CINEMA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
25879,22,3909,5,0,1,6,TEATRO E MUSEU,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
142981,43,11007,5,0,1,6,TEATRO ESPERANCA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
195181,22,5607,5,0,1,6,TEATRO FREI FERNANDO NEOLI,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
368092,26,11606,5,18,1,6,TEATRO MAMULENGO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
287595,42,9300,5,0,1,6,TEATRO MARAJOARA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
359266,31,6200,5,62,1,6,TEATRO MARILIA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
106020,35,54102,5,0,1,6,TEATRO METROPOLIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
24719,11,15,5,0,1,6,TEATRO MUNICIPAL,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
13004,29,18407,25,0,1,6,TEATRO MUNICIPAL JOSE GUILHERME DA CUNHA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
245830,35,50308,45,0,1,6,TEATRO PROCOPIO FERREIRA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
3523,23,4103,5,0,1,6,TEATRO ROSA MORAIS,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
500257,35,6003,5,0,1,6,TEATRO SEM FUNCIONAMENTO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
328087,35,6003,5,0,1,6,TEATRO USC,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",,
204490,35,50308,93,0,1,6,TEC ALUM ESQUADRIAS,,,
539525,26,11101,5,8,1,6,TEC AUTOS ALUGUEL DE VEICULOS,,,
407689,23,5605,5,0,1,6,TEC CELL,,,
51494,21,9908,5,0,1,6,TEC CELL CELULARES,,,
537517,29,17607,5,0,1,6,TEC CELL LOJA DE ASSISTENCIA TECNICA,,,
345321,29,27408,5,22,1,6,TEC CELULAR,,,
492166,15,5536,5,0,1,6,TEC CENTER COPIADORA,,,
376924,52,17302,5,0,1,6,TEC CONT IELIO B FIGUEIREDO,,,
232242,35,10401,5,0,1,6,TEC EDITION EDICAO PRODUCAO VIDEO,,,
230817,41,15200,5,1,1,6,TEC IMAGEM,,,
98609,42,2404,5,0,1,6,TEC INFORMATICA LOJA,,,
527089,17,9500,5,0,1,6,TEC LASER,,,
444874,35,4008,5,0,1,6,TEC LIVRE,,,
358710,35,50308,84,0,1,6,TEC MAMMUT,,,
353933,31,6200,5,67,1,6,TEC MAQ REFRIGERACAO,,,
253898,43,23002,5,0,1,6,TEC MICRO E CIA,,,
221358,52,10208,5,0,1,6,TEC PROTESES,,,
192808,29,14604,5,0,1,6,TEC SAT PARABOLICAS,,,
263804,25,15302,5,0,1,6,TEC SOM E ELETRONICA,,,
550837,35,50308,79,0,1,6,TEC VIDRO,,,
515156,31,6200,5,64,1,6,TECA CIGANA,,,
422836,50,2704,5,6,1,6,TECA ESTACIONAMENTO,,,
440843,31,7406,5,0,1,6,TECBOM ODENHADEIRAS,,,
324035,35,13108,5,0,1,6,TECCER COMERCIO DE CERAMICA,,,
486218,41,15200,5,4,1,6,TECDADOS INFORMATICA,,,
278486,25,10907,10,0,1,6,TECELAEM,,,
3349,31,63706,5,0,1,6,TECELAGEM,,,
407638,35,50308,70,0,1,6,TECELAGEM  CINERAMA,,,
110118,35,50308,29,0,1,6,TECELAGEM ANHANGUERA,,,
295608,42,6306,5,0,1,6,TECELAGEM DE PANO,,,
240392,25,2508,5,0,2,6,TECELAGEM DE REDES,,,
36520,25,2508,5,0,2,6,TECELAGEM DE TAPETES,,,
480871,25,13901,5,0,1,6,TECELAGEM DE TOINHO,,,
538387,31,8305,5,0,1,6,TECELAGEM FABIO HENRIQUE M0REIRA,,,
120277,35,1608,5,0,1,6,TECELAGEM MARTIR E MARTIR,,,
165794,24,5603,5,0,1,6,TECELAGEM PRODUTO TEXTEL,,,
261254,24,5603,5,0,1,6,TECELAGEM PRODUTOS TEXTIL,,,
574463,35,11508,5,0,1,6,TECELAGEM ROTEX,,,
476653,42,6306,5,0,1,6,TECELAGEM SACARIA,,,
120537,23,9003,15,0,1,6,TECELAGEM SANTO ANTONIO,,,
542714,35,48807,5,0,1,6,TECELAGEM TENSIFLEX,,,
557279,35,45803,5,0,1,6,TECELAGEM TEXTIL VANDER,,,
138391,31,14402,5,0,1,6,TECELAO,,,
207562,28,2908,5,0,1,6,TECELARIA,,,
303594,35,50308,89,0,1,6,TECFER FERRAMENTAS LTDA,,,
380921,35,5203,5,0,1,6,TECFOL,,,
165487,31,70206,5,0,1,6,TECH LIVE,,,
557892,22,11001,5,6,1,6,TECH MASTER,,,
328420,35,54102,5,0,1,6,TECH SURGICAL,,,
477160,35,50308,23,0,1,6,TECHCABLE TELEINFORMATICA E CABLING LTDA,,,
546252,52,8707,5,20,1,6,TECHGYM ASSISTENCIA TECNICA,,,
376401,52,18805,5,0,1,6,TECHNE,,,
353637,35,28809,5,0,1,6,TECHNO CELL,,,
185526,41,9807,5,0,1,6,TECIDOS,,,
397265,13,2603,5,14,1,6,TECIDOS BRASILEIROS,,,
393282,29,27408,5,11,1,6,TECIDOS CAMA MESA E BANHO,,,
517674,51,7180,5,0,1,6,TECIDOS CANAA,,,
218761,42,5407,5,0,1,6,TECIDOS CARPES,,,
286243,35,50308,91,0,1,6,TECIDOS DALILA,,,
386386,12,104,5,0,1,6,TECIDOS E ARMARINHOS,,,
205012,26,6002,5,0,1,6,TECIDOS E AVIAMENTO,,,
5675,35,1608,5,0,1,6,TECIDOS E CONFECCOES,,,
310993,31,56908,5,0,1,6,TECIDOS E CONFECCOES GIANI E SILVA,,,
196441,35,303,5,0,1,6,TECIDOS E CONFECCOES OUSADIA,,,
115687,31,38401,5,0,1,6,TECIDOS E CONFECCOES PEREIRA,,,
539522,31,906,5,0,1,6,TECIDOS E CONFECCOS AVENIDA,,,
457778,35,19600,5,0,1,6,TECIDOS FABIAN,,,
308512,42,7502,5,0,1,6,TECIDOS TECNICOS,,,
358780,35,18800,5,0,1,6,TECK FONE ASSISTENCIA TECNICA,,,
514685,35,30508,5,0,1,6,TECLA PAPELARIA,,,
267474,52,8707,5,12,1,6,TECLADO MAGICO,,,
450674,35,15186,5,0,1,6,TECLAUTO MECANICA,,,
244872,41,3701,5,0,1,6,TECMAN OFICINA,,,
538504,29,10800,5,11,1,6,TECMAR TRANSPORTES,,,
370553,53,108,5,15,1,6,TECMASTER COPIADORA,,,
193362,35,50308,79,0,1,6,TECMEXANIC,,,
46648,35,39301,5,0,1,6,TECNAGUA PISCINAS,,,
560950,35,38709,5,0,1,6,TECNAL,,,
533160,52,8707,5,13,1,6,TECNET INFORMATOCA,,,
327185,35,38709,5,0,1,6,TECNEWS INFORMATICA,,,
98962,35,50308,92,0,1,6,TECNICA,,,
290110,31,28600,5,0,1,6,TECNICA AGRIPECAS,,,
432011,43,13409,5,0,1,6,TECNICA ANDRES,,,
245667,50,1508,5,0,2,6,TECNICA AVIARIA CONSTRUCAO LTDA,,,
351381,41,15200,5,24,1,6,TECNICA DE SOLDA,,,
283077,35,50308,79,0,1,6,TECNICA DE SOMS,,,
228145,15,1907,5,0,1,6,TECNICA EM CELULAR,,,
363122,51,6257,5,0,1,6,TECNICA EM ELETRONICA,,,
529149,52,1405,10,0,1,6,TECNICA EM INJECAO ELETRONICA,,,
554605,26,6200,5,0,1,6,TECNICA EM REFRIGERACAO,,,
20891,35,13801,5,0,1,6,TECNICA JW,,,
348766,35,41406,5,0,1,6,TECNICADIESEL VOL OESTE MOTOR E CAMBIO,,,
329973,43,8508,5,0,2,4,TECNICO AGRICOLA,,,
215285,51,250,5,0,1,6,TECNICO COMPUTADORES,,,
233576,52,8707,5,5,1,6,TECNICO DE PROJETOS,,,
575343,35,25003,5,0,1,6,TECNICO DE REFRIGERACAO,,,
130580,32,3007,5,0,1,6,TECNICO DE TV E RADIO OFICNA,,,
457988,31,56601,5,0,1,6,TECNICO EM ELETRONICA,,,
491861,43,2105,5,0,1,6,TECNICO EM INFORMATICA,,,
470030,41,6902,5,6,1,6,TECNICO EM MAQUINAS DE COSTURA,,,
380110,51,3403,10,42,1,6,TECNICO EM REFRIGERACAO,,,
119185,53,108,5,8,1,6,TECNICO MAQUINAS AGRRICOLAS,,,
230800,33,4557,5,13,1,6,TECNICO SEVEN IMAGEM,,,
401861,43,7609,5,0,1,6,TECNIPIEL ESCRITORIO DE PROD QUIMICOS,,,
354856,35,34401,5,0,1,6,TECNISON ELETRONICA,,,
321776,43,14902,5,0,1,6,TECNISTONE MAQUINAS PARA PORTOES DE GARA,,,
492326,15,3606,5,0,1,6,TECNO CENTER,,,
191641,35,48708,5,0,1,6,TECNO CHAMAS EXTINTORES,,,
190413,42,7007,5,0,1,6,TECNO DIAMANT,,,
132279,35,29401,5,0,1,6,TECNO GAS,,,
376997,52,8707,5,31,1,6,TECNO INFORMATICA,,,
174789,29,10800,5,8,1,6,TECNO LASER,,,
127494,35,8603,5,0,1,6,TECNO LIMPO INFORMATICA,,,
141928,35,15004,5,0,1,6,TECNO LUZ COM BR,,,
563905,33,2700,10,0,1,6,TECNO POCO,,,
358507,21,9908,5,0,1,6,TECNO PRINT RECARGA DE CATUCHO,,,
572948,43,14902,5,0,1,6,TECNO PRINTER,,,
302887,15,4208,5,0,1,6,TECNO TEL ANTENAS,,,
188966,35,23909,5,0,1,6,TECNO TOOLS,,,
172113,52,8707,5,21,1,6,TECNO VIDROS VIDRACARIA,,,
497074,35,9502,5,0,1,6,TECNOCALHAS,,,
485245,41,4808,5,0,1,6,TECNOCAMBIO,,,
92314,41,6902,5,5,1,6,TECNOCAR,,,
515915,35,49805,5,0,1,6,TECNOCAR PARAFUSOS,,,
203042,41,13700,5,1,1,6,TECNOCOOP ASS DE EQUIPAMENTOS DE INFORMA,,,
454852,31,68606,5,0,1,6,TECNOCOPY XEROX,,,
162792,42,17204,5,0,1,6,TECNOEI CURSOS,,,
494550,41,24103,5,0,1,6,TECNOENG,,,
32422,23,4400,75,13,1,6,TECNOGEN ALAMBRADOS LTDA,,,
242794,24,12906,5,0,1,6,TECNOGRAN DO NORDESTE,,,
85430,25,7507,5,0,1,6,TECNOINFO,,,
192030,42,9102,5,0,1,6,TECNOISO,,,
257396,35,24303,5,0,1,6,TECNOJAB ASSISTENCIA TECNICA,,,
476207,35,48708,5,0,1,6,TECNOLAB DIAGUINOSTICOS,,,
259744,21,55,5,0,1,6,TECNOLAB LABORATORIO,,,
168657,25,16201,5,0,1,6,TECNOLASER,,,
144490,35,9502,5,0,1,6,TECNOLITA PRODUCAO TIJOLOS REFRATARIOS,,,
276447,35,9502,5,0,1,6,TECNOLOGIA,,,
122166,43,12401,5,0,1,6,TECNOLOGIA DA INFORMACAOCONSULTORIA EMPR,,,
396606,17,18204,5,0,1,6,TECNOLOGIA E SEGURANCA,,,
382114,50,2704,5,6,1,6,TECNOLOGIA EM PECUARIA,,,
320343,35,19071,5,0,1,6,TECNOLOGIA EM REDES,,,
335944,32,5309,5,10,1,6,TECNOLOGIA ESTRUTURAS,,,
397674,42,2404,5,0,1,6,TECNOLOGIA FLORESTAL,,,
240432,35,43402,5,0,1,6,TECNOLOGIA INFORMATICA,,,
514179,24,8102,5,7,1,6,TECNOLOGIAS AUTOMOTIAS,,,
136504,52,8707,5,13,1,5,TECNOMED,,,
393107,31,40001,5,0,1,6,TECNOMED,,,
256503,35,52205,5,0,1,6,TECNOPRINT,,,
129857,35,41604,5,0,1,6,TECNOPROM,,,
300201,43,14902,5,0,1,6,TECNOPUC ENCUBADORAS,,,
68731,21,11300,5,0,1,6,TECNOSISTEM,,,
125173,35,45803,5,0,1,6,TECNOTEX EXCLUSIVE UNIFORMES,,,
571666,13,2603,5,6,1,6,TECNOTRADING,,,
211842,41,6902,5,2,1,6,TECNOVOL PECAS DE CAMINHAO,,,
145750,43,1107,5,0,1,6,TECO AUTO PECAS,,,
533259,31,44706,5,0,1,6,TECO LANCHES,,,
505802,42,1802,5,0,2,6,TECO MOTOS,,,
369607,27,4302,5,7,1,6,TECOM ASSISTENCIA TECNICA,,,
82357,12,401,5,0,1,6,TECONS E TEC GESTAO PUBLICA,,,
132368,31,18601,5,21,1,6,TECROLL PECAS PARA CORREIA E BRITADOR,,,
473864,21,12001,5,0,1,6,TECSANO CLUBE,,,
334453,50,2704,5,6,1,6,TECSUL CONSERTO DE BALANCAS,,,
426789,23,4400,60,6,1,6,TECSYBE SERVICOS DE SOM,,,
421360,35,36703,5,0,1,6,TECSYS INFORMATICA,,,
434248,35,52403,5,0,1,6,TECVENDE,,,
483838,52,18805,5,0,1,6,TECVIDEA TORNEADORA E HIDRAULICA,,,
28592,25,10808,5,0,1,6,TEDEPOSITO DO RESTAURA,,,
300165,43,5108,5,10,1,6,TEDESCO E PORTOLAN  ADVOGADOS,,,
417016,43,20008,5,0,1,6,TEDESCO SEGURANCA PRIVADA LTDA,,,
14521,41,6902,5,5,1,6,TEEN LOCADORA,,,
50582,29,19207,5,0,1,6,TEERRENO,,,
7573,24,8102,5,7,1,6,TEFEDERACAO ESTADUAL DE KARATE,,,
505543,35,25904,5,0,1,6,TEFRENO BALDIO,,,
159759,35,13009,5,0,1,6,TEIA CABELEIREIROS,,,
413793,43,16907,5,12,1,6,TEIBEL FERRAMENTAS E MAQUINAS,,,
477142,43,5355,5,0,1,6,TEIK,,,
44354,32,2652,5,0,1,6,TEINHA SOM,,,
63434,35,50308,77,0,1,6,TEITEC INFORMATICA,,,
572544,35,48906,13,0,1,6,TEIXEIRA CABELEIREIRO,,,
202371,43,14902,5,0,1,6,TEIXEIRA MAT FORA DE LINHA,,,
341812,23,13351,5,0,1,6,TEJUPREV,,,
