order,urban_rural,landuse_id,landuse_description,manual_label,label,snorkel_category
532942,1,6,SUPERMERCADO VERDAO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
529876,1,6,SUPERMERCADO VERDE,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
5196,1,6,SUPERMERCADO VERDES MARES,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
470133,1,6,SUPERMERCADO VERONICA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
50717,1,6,SUPERMERCADO VIA MAX,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
23076,1,6,SUPERMERCADO VIA MIX 461,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
81864,1,6,SUPERMERCADO VIDAL,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
490036,1,6,SUPERMERCADO VIDEIRA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
2546,1,6,SUPERMERCADO VIEIRA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
108357,1,6,SUPERMERCADO VIEL,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
18001,1,6,SUPERMERCADO VILA BOA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
37105,1,6,SUPERMERCADO VILA NOVA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
115464,1,6,SUPERMERCADO VINHASQUI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
48185,1,6,SUPERMERCADO VISCARDI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
25792,1,6,SUPERMERCADO VITORIA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
123356,1,6,SUPERMERCADO VIVIMAR,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
318512,1,6,SUPERMERCADO WANDER BOX,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
305172,1,6,SUPERMERCADO WEIMANN,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
393991,1,6,SUPERMERCADO WERNER,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
62445,1,6,SUPERMERCADO WL,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
341321,1,6,SUPERMERCADO X,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
85465,1,6,SUPERMERCADO XAVIER,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
184608,1,6,SUPERMERCADO YAGUSHI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
557682,1,6,SUPERMERCADO ZOMER MATTEI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
518972,1,6,SUPERMERCADOS,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
563226,1,6,SUPERMERCADOS ARCHER,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
73622,1,6,SUPERMERCADOS BARCELONA LTDA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
200559,1,6,SUPERMERCADOS BOM RETIRO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
357553,1,6,SUPERMERCADOS CASTRO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
559417,1,6,SUPERMERCADOS ECONOMICO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
191824,1,6,SUPERMERCADOS ESTRELA COMFORT,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
262238,1,6,SUPERMERCADOS GIASSI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
556264,1,6,SUPERMERCADOS MAE E FILHA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
238060,1,6,SUPERMERCADOS MEAZZA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
443479,1,6,SUPERMERCADOS MERCOCENTRO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
48362,1,6,SUPERMERCADOS NAGUMO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
261588,1,6,SUPERMERCADOS NILTON,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
150413,1,6,SUPERMERCADOS PEROLA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
405013,1,6,SUPERMERCADOS PERUZZO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
131083,1,6,SUPERMERCADOS PRO BRAZILIAN,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
258345,1,6,SUPERMERCADOS REDE LIDER,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
543368,1,6,SUPERMERCADOS RENA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
547754,1,6,SUPERMERCADOS RUSSI,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
198981,1,6,SUPERMERCADOS SAO PAULO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
169342,1,6,SUPERMERCADOS SENDAS,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
11328,1,6,SUPERMERCAFO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
320509,1,6,SUPERMERCAO DECK,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
195629,1,6,SUPERMERCARDO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
46796,1,6,SUPERMERCDO DIA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
303347,1,6,SUPERMERCSDO NOSSA REDE,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
62481,1,6,SUPERMINE,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
134943,1,6,SUPERMIX,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
229847,1,6,SUPERMMERCADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
496348,1,6,SUPERMRCADO CENTER BAIXADA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
298956,1,6,SUPERMRCADO MUNHOZ,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
86212,1,6,SUPERMWCADO RENAN,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
271535,1,6,SUPERPAM METALURGICA,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
300186,1,6,SUPERSOFT SISTEMAS,,NÃO DEFINIDO,-1
572580,1,6,SUPERSOM,,NÃO DEFINIDO,-1
350740,1,6,SUPERSOM ELETRONICA,,ELETRICIDADE E GÁS,4
386680,1,6,SUPERVISAO BR 101 ENECOM,,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,15
102692,1,6,SUPETMERCADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
195234,1,6,SUPETMERCADO FERNANDES,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
202291,1,6,SUPIMPA PROMOCOES,,NÃO DEFINIDO,-1
578930,1,6,SUPLAIR SUP PARA AR COMPRIMIDO,,NÃO DEFINIDO,-1
141159,1,6,SUPLEMENTO ALIMENTAR VICTORY E HEALTH,,INDÚSTRIAS EXTRATIVAS,2
7642,2,6,SUPLEMENTO DE PRODUTO ALIMENTICIOS CONGE,,INDÚSTRIAS EXTRATIVAS,2
296486,1,6,SUPLEMENTO PARA ATLETAS,,NÃO DEFINIDO,-1
340230,1,6,SUPLEMENTOS ALIMENTAR PARA MUSCULACAO,,INDÚSTRIAS EXTRATIVAS,2
244175,1,6,SUPLEMENTOS ALIMENTARES,,INDÚSTRIAS EXTRATIVAS,2
515192,1,6,SUPLEMENTOS E ENERGETICOS,,ELETRICIDADE E GÁS,4
164327,1,6,SUPLEMENTOS NUTRICIONAIS,,NÃO DEFINIDO,-1
146107,1,6,SUPLEMENTOS PARA SAUDE,,NÃO DEFINIDO,-1
69477,1,6,SUPLETIVO,,NÃO DEFINIDO,-1
191868,1,4,SUPLETIVO,,EDUCAÇÃO,36
505274,1,6,SUPLETIVO 1 E 2 GRAU,,NÃO DEFINIDO,-1
477423,1,4,SUPLETIVO CENTRAL,,EDUCAÇÃO,36
252161,1,4,SUPLETIVO DECISAO,,EDUCAÇÃO,36
151931,1,4,SUPLETIVO E CURSOS TECNICOS,,EDUCAÇÃO,36
380996,1,4,SUPLETIVO NOVO RUMO,,EDUCAÇÃO,36
161198,1,4,SUPLETIVO PAULISTA,,EDUCAÇÃO,36
413915,1,6,SUPORT LAN HOUSE,,INFORMAÇÃO E COMUNICAÇÃO,30
551027,1,6,SUPORTE AO HERMES PARDINI,,NÃO DEFINIDO,-1
421485,1,6,SUPORTE AUTOPECAS,,NÃO DEFINIDO,-1
458106,1,6,SUPORTE CONTABILIDADE,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
524005,1,6,SUPORTE DE INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
482124,1,6,SUPORTE DE TECNOLOGIA DA INFORMACAO,,EDUCAÇÃO,36
526518,1,6,SUPORTE EM INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
86637,1,6,SUPORTE INFIRATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
46805,1,6,SUPORTE INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
261606,1,6,SUPORTE TECNICO,,NÃO DEFINIDO,-1
202418,1,6,SUPORTE TECNICO EM INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
7124,1,6,SUPORTE TELEFONE,,NÃO DEFINIDO,-1
165940,1,6,SUPPRA CONSULTORIA,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
142513,1,6,SUPR MERCADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",13
467342,1,6,SUPRA,,NÃO DEFINIDO,-1
418015,1,6,SUPRA AGROPECUARIA,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
345040,1,6,SUPREMA EQUIPAMENTOS P  BARES E RESTAURA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
89514,1,6,SUPREMA MANUTENCAO INDUSTRAL,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
269014,1,6,SUPREMA MODA UNISEX,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
1206,1,6,SUPREMA SERVICOS INDUSTRIAIS LTDA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
356076,1,6,SUPREME,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
44095,1,6,SUPREMENTOS P INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
135958,1,6,SUPREMENTOS PRA INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
220893,1,6,SUPRI ARTIGOS MEDICOS E HOSPITALARES,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
88329,1,6,SUPRICOM,,NÃO DEFINIDO,-1
366003,1,6,SUPRIMA ALIMENTOS,,INDÚSTRIAS EXTRATIVAS,2
297755,1,6,SUPRIMAQ COPIADORAS,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
90578,1,6,SUPRIMENTO DE INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
365038,1,6,SUPRIMENTOS,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
395240,1,6,SUPRIMENTOS CELULAR,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
145354,1,6,SUPRIMENTOS DE INFORMATICA E PAPELARIA,,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",18
247637,1,6,SUPRIMENTOS DE INFORMATICA HS,,INFORMAÇÃO E COMUNICAÇÃO,30
1384,1,6,SUPRIMENTOS INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
83052,1,6,SUPRIMENTOS MEDICOS,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
109180,1,6,SUPRIMENTOS PARA IMPRESSAO DIGITAL,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
368807,1,6,SUPRMERCADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
268104,1,6,SUPRMERCADO AROERA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
498005,1,6,SUPRMERCADO BARATAO DO FERNANDES,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
239481,2,6,SUPRMERCADO ELDORADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
87389,1,6,SURANADY ESPACO DE YOGA,,NÃO DEFINIDO,-1
218207,1,6,SURDINAS DEON,,NÃO DEFINIDO,-1
118869,1,6,SURDINASUL,,NÃO DEFINIDO,-1
62987,1,6,SURF SHOPPING,,NÃO DEFINIDO,-1
16285,1,6,SURFS ESPACO GOURMET,,NÃO DEFINIDO,-1
284540,1,6,SURG,,NÃO DEFINIDO,-1
144482,1,6,SURP REP DE EMP DE TELEC0M LTDA,,NÃO DEFINIDO,-1
320594,1,6,SURPE MERCADO TODO DIA,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",13
474323,1,6,SURPERMERCADO LAURINO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
49320,1,6,SURPERMERCADO SHOU COMPRAS,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
360612,2,3,SURURU,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
81867,1,4,SUS,,EDUCAÇÃO,36
113680,1,6,SUS,,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",38
332317,1,5,SUS,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
400487,1,5,SUS HOSP ERM MATARAZZO,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
276650,1,5,SUS JOAQUIM PINTO LARA,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
483550,1,6,SUS PREFEITURA UPA,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
157913,1,5,SUS SAUDE DA MULHER,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
526182,1,6,SUSAM,,NÃO DEFINIDO,-1
16765,2,6,SUSBTACAO,,NÃO DEFINIDO,-1
20438,1,6,SUSERANUS INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
500777,2,6,SUSESTACAO CEEE,,ELETRICIDADE E GÁS,4
9016,1,6,SUSHI BAR,,- ALIMENTAÇÃO,29
69821,1,6,SUSHI EXPRESS,,- ALIMENTAÇÃO,29
98158,1,6,SUSHI PORTO,,- ALIMENTAÇÃO,29
289345,2,6,SUSI CALCADOS,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
103713,1,6,SUSIPE,,NÃO DEFINIDO,-1
229629,1,6,SUSP LANCHES,,- ALIMENTAÇÃO,29
144703,1,6,SUSPEN FREIOS MANUT IMPLEM RODOVIARIOS,,- TRANSPORTE TERRESTRE,22
75746,1,6,SUSSU CABELEIREIRA,,OUTRAS ATIVIDADES DE SERVIÇOS,40
256598,1,6,SUTIL FARMACIA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",19
132070,2,3,SUTIO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
559565,2,3,SUVICULTURA,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
142193,1,6,SUVINIL,,NÃO DEFINIDO,-1
11972,2,6,SUY COMPRAS DE CACAU,,NÃO DEFINIDO,-1
29884,1,6,SUZAN JET,,NÃO DEFINIDO,-1
527732,1,6,SUZANA CABELEIREIRA UNISSEX,,OUTRAS ATIVIDADES DE SERVIÇOS,40
333507,1,6,SUZANA CONFECCOES,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
472303,1,6,SUZANCAIXAS,,NÃO DEFINIDO,-1
458270,1,6,SUZANE CABELEREIRO,,OUTRAS ATIVIDADES DE SERVIÇOS,40
342290,1,5,SUZANE ODONTOLOGIA,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
336174,1,6,SUZANPHARMA,,NÃO DEFINIDO,-1
453700,1,6,SUZETE CABELEREIRA,,OUTRAS ATIVIDADES DE SERVIÇOS,40
543819,1,6,SUZIRENE PERSENTES,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
189125,1,6,SUZUKE,,NÃO DEFINIDO,-1
68746,1,6,SUZUKI,,NÃO DEFINIDO,-1
57148,1,6,SUZUKI CARROS IMPORTADOS,,NÃO DEFINIDO,-1
361587,1,6,SUZUKI CONCESSONARIA,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
59437,1,6,SUZUKI MOTO SERVICE MOTO TAXI,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
444263,1,6,SUZUKI MOTO SHOP,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
82447,1,6,SUZUKI PINAUTO MOTOS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
391987,1,6,SUZUKI VENDA DE MOTOS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
175410,1,6,SUZUKI VENDAS DE VEICULOS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
274237,1,6,SUZY BIKES VENDA DE BICICLETAS E PECAS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
