order,id,urban_rural,landuse_id,landuse_description,label,lenient_hit,anotador1,anotador2,hit,clf,ambiguous,match_annotations,classes
1647,4541350,1,6,mercearia olho do sol,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,svc,,TRUE,
903,5013718,2,6,mercearia vaga,DESOCUPADO,TRUE,DESOCUPADO,DESOCUPADO,TRUE,rf,,TRUE,
2009,3617156,1,6,metalurgica,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,TRUE,bert,,TRUE,
1542,2609795,1,6,mf variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,lr,,TRUE,
1547,7816426,1,6,MICRO MANIA NET,INFORMAÇÃO E COMUNICAÇÃO,FALSE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,FALSE,snorkel,S,TRUE,
1352,3055625,1,6,microempresa de prestacao de servicos,- TRANSPORTE TERRESTRE,FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,bert,S,TRUE,
577,8666058,1,6,MIL  UTILIDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,snorkel,,TRUE,
1341,309064,1,6,mine mercearia,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,bert,,TRUE,
1349,3181612,1,6,MINE MERCEARIA DA VAL,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,snorkel,,TRUE,
1322,907087,2,6,mineracao cesar,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,rf,,TRUE,
1114,6541103,1,6,mineracao industria e exportacao,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,lr,,TRUE,
212,7549163,2,6,mineradora agua mineral,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,rf,,TRUE,
228,9998306,1,6,mineradora aqueartes,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,lr,,TRUE,
221,4629686,2,6,mineradora de granito,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,lr,,TRUE,
1807,8445369,2,6,minerpal mineracao e comercio ltda,INDÚSTRIAS EXTRATIVAS,TRUE,INDÚSTRIAS EXTRATIVAS,INDÚSTRIAS EXTRATIVAS,TRUE,lr,,TRUE,
758,2460073,1,6,mini box variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,lr,,TRUE,
237,8286201,1,6,mini mercado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,rf,,TRUE,
206,1038009,1,6,mini mercearia,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",TRUE,rf,,TRUE,
1806,8525418,1,6,MINISTERIO DA FE CRISTA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",FALSE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",FALSE,snorkel,,TRUE,
1112,11063750,1,6,mira transportes de encomendas,- TRANSPORTE TERRESTRE,TRUE,- TRANSPORTE TERRESTRE,- TRANSPORTE TERRESTRE,TRUE,rf,,TRUE,
225,11112614,1,6,mo cabeleireiros,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,rf,,TRUE,
345,5648996,1,6,moto taxi aeroporto,- TRANSPORTE AÉREO,FALSE,- TRANSPORTE TERRESTRE,- TRANSPORTE TERRESTRE,FALSE,rf,,TRUE,
365,8803510,1,6,moveis e decoracao ideato,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,lr,,TRUE,
537,6793554,1,6,moveis estrelas,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,rf,,TRUE,
559,2750331,1,6,mudancas de pessoas,- ALOJAMENTO,FALSE,- TRANSPORTE TERRESTRE,- TRANSPORTE TERRESTRE,FALSE,rf,,TRUE,
1583,4799,1,6,multimidia informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,svc,S,TRUE,
1754,10989383,1,6,neide costureira,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,bert,,TRUE,
625,2536165,1,6,news center informatica,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,rf,S,TRUE,
46,3854513,1,6,NICE JOIAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,TRUE,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,TRUE,snorkel,,TRUE,
78,9095028,1,6,NIL CABELEREIROS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,snorkel,,TRUE,
1358,10954064,1,6,nossa forca servicos em construcao,OBRAS,TRUE,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,FALSE,bert,,TRUE,
63,7169472,1,6,nova indaia imoveis,ATIVIDADES IMOBILIÁRIAS,TRUE,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,TRUE,rf,,TRUE,
76,3854676,1,6,NOVA PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",TRUE,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS","- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",TRUE,snorkel,,TRUE,
1766,5295827,1,6,nova video locadora,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TRUE,lr,,TRUE,
56,8289633,1,6,novo estilo variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,TRUE,rf,,TRUE,
72,2087012,1,6,nstrucaodeposito de c,INDÚSTRIAS EXTRATIVAS,FALSE,CONSTRUÇÃO,CONSTRUÇÃO,FALSE,bert,S,TRUE,
1763,1237584,1,6,nucleo pratica juridica da faa valenca,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,bert,,TRUE,
1767,4427958,1,6,numero correo 248 cartorio civil,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,svc,,TRUE,
59,2797413,1,6,o boticario,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,svc,,TRUE,
54,4523200,1,6,o mesmo n 46,NÃO DEFINIDO,TRUE,NÃO DEFINIDO,NÃO DEFINIDO,TRUE,bert,,TRUE,
67,5063188,1,6,obra abandonada,OBRAS,TRUE,DESOCUPADO,DESOCUPADO,FALSE,svc,S,TRUE,
1768,7081243,1,6,obra decoracao,OBRAS,TRUE,OBRAS,OBRAS,TRUE,svc,,TRUE,
384,390986,1,6,obra do metro,OBRAS,TRUE,OBRAS,OBRAS,TRUE,bert,,TRUE,
47,7978593,1,6,oficial de registro civil i2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TRUE,lr,,TRUE,
1764,2660214,1,6,OFICINA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,snorkel,S,TRUE,
1769,2095684,1,6,oficina  mecanica,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,rf,,TRUE,
80,534561,1,6,oficina automotiva,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,svc,,TRUE,
1761,1759013,1,6,oficina casa dos freios,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,lr,,TRUE,
45,1024021,1,6,OFICINA DE BICICLETA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,snorkel,,TRUE,
1765,2309802,1,6,oficina de carro,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,bert,,TRUE,
66,9410319,1,6,oficina de carros,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,svc,,TRUE,
53,4875621,1,6,oficina de colher em aluminio,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,FALSE,rf,,TRUE,
698,8672216,1,6,oficina de consertos em metal,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,rf,S,TRUE,
701,7615646,1,6,oficina de estofado,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,FALSE,bert,,TRUE,
71,7550824,1,6,oficina de implementos agricola,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,INDÚSTRIAS DE TRANSFORMAÇÃO,INDÚSTRIAS DE TRANSFORMAÇÃO,FALSE,svc,,TRUE,
50,3026749,1,6,oficina de montagem de alplificador,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,FALSE,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,FALSE,svc,,TRUE,
62,6643795,1,6,OFICINA DO DENILSON,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,snorkel,,TRUE,
73,10754777,1,6,oficina do neguito,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,rf,,TRUE,
1290,6671012,1,6,oficina eletrica de automoveis,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,rf,,TRUE,
48,1073066,1,6,oficina eletronica,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,svc,,TRUE,
79,10426200,1,6,OFICINA MECANCA A T,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,snorkel,,TRUE,
41,8490850,1,6,oficina mecanica  alfa,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,lr,,TRUE,
229,8326927,1,6,oficina mecanica de automoveis,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,bert,,TRUE,
49,4245102,1,6,oficina mecanica de moto,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,lr,,TRUE,
43,6050277,1,6,oficina mecanica de motos,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,svc,,TRUE,
64,4680197,1,6,oficina mecanica do josete,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,bert,,TRUE,
1162,2822863,1,6,OFICINA MECANICA JOAO ALTO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,snorkel,,TRUE,
1665,6685383,1,6,oficina vieira,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TRUE,bert,,TRUE,
400,5876004,1,6,omega moveis,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,TRUE,rf,,TRUE,
1397,11341029,1,6,orgao publico ibge,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TRUE,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TRUE,bert,,TRUE,
1785,11255453,1,6,OS MARES DISTRIBUIDORA DE AGUA,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",FALSE,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",FALSE,snorkel,S,TRUE,
362,8765584,1,6,osmar cabeleireiros,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,OUTRAS ATIVIDADES DE SERVIÇOS,OUTRAS ATIVIDADES DE SERVIÇOS,TRUE,lr,,TRUE,
1770,6415074,1,6,otica avenida,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,bert,,TRUE,
44,35502,1,6,OTICA CAHEMA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,snorkel,,TRUE,
1370,4648569,1,6,otica turmalina,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,rf,,TRUE,
1382,2139748,1,6,OTICA VISAO DE AGUIA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS","- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",TRUE,snorkel,,TRUE,
1365,1629831,1,6,outras,NÃO DEFINIDO,TRUE,NÃO DEFINIDO,NÃO DEFINIDO,TRUE,bert,,TRUE,
1388,8907169,1,6,outras finalidades,NÃO DEFINIDO,TRUE,NÃO DEFINIDO,NÃO DEFINIDO,TRUE,bert,,TRUE,
